"ID","Regen_Plot","COUNT.TOTAL","Species","X5yr","X6yr","X7yr","X8yr","X9yr","X10yr","X11yr","X12yr","._sprouts","DBH..cm.","talst_age","tallest_ht_cm","tallest_lastyr_cm"
278,"BAR1111316",NA,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,16,"0.5",5,160,30
279,"BAR1111316",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,4,65,8
280,"BAR1111945",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,100,15
281,"BAR1111945",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,50,30
282,"BAR1111945",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,"4",5,400,27
283,"BAR1111942",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,8,"2",5,250,37
284,"BAR1112279",1,"QUCH2",NA,NA,1,NA,NA,NA,NA,NA,11,NA,7,130,29
285,"BAR1112279",1,"QUGA4",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,65,15
286,"BAR1111716",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,"5",5,550,57
287,"BAR1111717",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,8,"3.1",5,260,28
288,"BAR1111719",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,28,6
289,"BAR1111719",3,"QUCH2",3,NA,NA,NA,NA,NA,NA,NA,2,NA,5,35,7
290,"BAR1111719",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,40,13
291,"BAR1111719",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,48,16
292,"BAR1111719",10,"QUKE",10,NA,NA,NA,NA,NA,NA,NA,3,NA,5,120,32
293,"BAR1111766",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,6,"0.4",5,150,32
294,"BAR1111266",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,120,23
295,"BAR1111515",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,12,NA,5,110,35
296,"BAR1111515",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,35,13
297,"BAR1111515",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,75,25
298,"BAR1111515",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,7,"2.2",5,400,35
299,"BAR1111515",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,10,"1",5,300,48
300,"BAR1111515",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,100,20
301,"BAR1111516",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,10,"2.5",5,300,12
302,"BAR1111564",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,40,12
303,"BAR1111565",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,21,1
304,"BAR1111479",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,6,"2.1",5,350,35
305,"BAR1111479",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,10,"2",5,150,30
306,"BAR1111479",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,80,12
307,"BAR1111418",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,100,20
308,"BAR1111670",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,14,"1.9",5,400,40
309,"BAR1111670",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,4,"1",5,200,20
310,"BAR1111671",1,"ARME",1,NA,NA,NA,NA,NA,NA,NA,5,"4.9",5,350,62
311,"BAR1111671",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,"1.2",5,230,42
312,"BAR1111671",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,150,33
313,"BAR1112056",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,13,"5.9",5,600,54
314,"BAR1112019",1,"QUGA4",NA,NA,NA,NA,NA,NA,NA,NA,7,"1.5",4,140,21
315,"BAR1112019",1,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,4,"1",3,120,22
316,"BAR1111857",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,120,18
317,"BAR1111858",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,11,NA,5,120,25
318,"BAR1111859",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,10,"5.4",5,380,35
319,"BAR1111859",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,6,"5.4",5,380,35
320,"BAR1111905",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,60,12
324,"BAR1111367",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,4,90,15
325,"BAR1111367",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,15,NA,5,50,11
326,"BAR1111367",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,11,"0.5",5,150,35
327,"BAR1111367",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,3,80,15
328,"BAR1111267",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,100,17
330,"BAR1111317",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,12,NA,5,130,20
331,"BAR1111531",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,7,"3.5",5,350,25
332,"BAR1111531",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,80,20
333,"BAR1111531",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,100,10
334,"BAR1111531",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,120,21
335,"BAR1112291",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,10,"1",5,200,22
336,"BAR1112291",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,5,"1",5,200,22
337,"BAR1112291",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,14,"2",5,250,15
338,"BAR1112291",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,100,15
339,"BAR1112291",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,"1",5,150,8
340,"BAR1111769",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,10,"3",5,200,35
341,"BAR1111530",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,4,90,12
342,"BAR1111614",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,10,"1.5",5,250,32
343,"BAR1111613",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,50,12
344,"BAR1111613",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,40,10
345,"BAR1111613",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,40,10
346,"BAR1111613",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,41,15
347,"BAR1111613",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,20,15
348,"BAR1111613",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,30,10
349,"BAR1111613",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,30,10
350,"BAR1111613",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,15,NA,5,50,18
351,"BAR1111900",1,"QUGA4",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,100,28
352,"BAR1111947",1,"ARME",1,NA,NA,NA,NA,NA,NA,NA,4,"2.5",5,270,61
353,"BAR1112231",1,"ARME",1,NA,NA,NA,NA,NA,NA,NA,3,"3.1",5,300,35
354,"BAR1112231",1,"ARME",1,NA,NA,NA,NA,NA,NA,NA,3,"2",5,250,24
355,"BAR1112231",1,"ARME",1,NA,NA,NA,NA,NA,NA,NA,2,"2.5",5,250,14
356,"BAR1112231",1,"ARME",1,NA,NA,NA,NA,NA,NA,NA,4,"3.5",5,400,22
357,"BAR1112231",1,"ARME",1,NA,NA,NA,NA,NA,NA,NA,3,"3",5,400,20
358,"BAR1112087",1,"QUGA4",1,NA,NA,NA,NA,NA,NA,NA,19,NA,5,125,24
359,"BAR1112087",1,"QUGA4",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,63,12
360,"BAR1111984",1,"ARME",1,NA,NA,NA,NA,NA,NA,NA,8,"3.2",5,350,62
361,"BAR1112021",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,4,"2.7",5,300,23
362,"BAR1112021",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,1,"0.5",5,110,11
363,"BAR1112021",1,"ARME",1,NA,NA,NA,NA,NA,NA,NA,1,"5",5,400,40
364,"BAR1112021",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,"3.6",5,350,45
366,"BAR1112118",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,80,15
367,"BAR1112056",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,110,20
368,"BAR1112086",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,150,20
369,"BAR1112192",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,160,20
370,"BAR1112087",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,70,15
371,"BAR1112169",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,70,15
372,"BAR1112231",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,150,25
373,"BAR1112021",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,50,10
374,"BAR1111984",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,150,25
375,"RAL1100472",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,80,15
376,"RAL1100585",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,30,7
377,"RAL1100586",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,15,5
378,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,40,10
379,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,30,5
380,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,80,17
381,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,32,12
382,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,45,10
383,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,40,12
384,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,70,18
385,"RAL1100049",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,16,"2.3",5,270,37
386,"RAL1100180",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,70,14
387,"RAL1100180",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,100,25
388,"RAL1100180",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,50,12
389,"RAL1100180",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,90,21
390,"RAL1100180",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,65,28
391,"RAL1100254",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,110,16
392,"RAL1100342",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,80,17
393,"RAL1100342",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,55,10
394,"RAL1100390",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,45,12
395,"RAL1100390",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,90,10
396,"RAL1100390",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,80,16
397,"RAL1100390",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,145,22
398,"RAL1100390",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,120,25
399,"RAL1100469",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,100,7
400,"RAL1100470",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,15,"3.5",5,400,4
401,"RAL1100471",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,200,11
402,"RAL1100471",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,150,6
403,"RAL1100511",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,15,"2.5",5,200,12
404,"RAL1100512",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,7,"2.5",5,230,23
405,"RAL1100547",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,"2",5,200,17
406,"RAL1100547",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,"2.5",5,300,17
407,"RAL1100547",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,"2.5",5,150,17
408,"RAL1100548",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,17,"3",5,350,30
409,"RAL1100548",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,9,"3.5",5,400,29
410,"RAL1100548",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,9,"3.5",5,350,30
411,"RAL1100548",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,6,"0.5",2,180,10
412,"RAL1100548",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,4,"2",5,200,32
413,"RAL1100548",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,4,"1.5",5,200,29
415,"RAL1100549",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,15,"1.7",5,210,37
416,"RAL1100551",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,40,16
417,"RAL1100551",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,70,16
418,"RAL1100590",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,20,"0.5",5,180,20
419,"RAL1100626",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,120,20
420,"RAL1100626",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,13,"4.8",5,600,55
421,"RAL1100627",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,105,21
422,"RAL1100627",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,145,15
423,"RAL1100627",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,140,20
424,"RAL1100627",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,140,20
425,"RAL1100627",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,140,20
427,"RAL1101092",1,"TOCA",NA,NA,NA,1,NA,NA,NA,NA,11,NA,8,135,30
428,"RAL1101092",1,"QUKE",NA,NA,1,NA,NA,NA,NA,NA,4,NA,7,70,18
429,"RAL1101049",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,65,50
430,"RAL1101006",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,45,11
431,"RAL1101007",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,25,7
432,"RAL1101050",1,"QUKE",NA,NA,1,NA,NA,NA,NA,NA,9,NA,7,168,22
433,"RAL1101050",1,"QUCH2",NA,1,NA,NA,NA,NA,NA,NA,3,NA,6,25,8
434,"RAL1100963",1,"QUKE",NA,NA,NA,1,NA,NA,NA,NA,8,"3.5",8,480,40
435,"RAL1101005",1,"QUKE",NA,NA,NA,1,NA,NA,NA,NA,6,"3.6",8,250,38
436,"RAL1101091",1,"QUKE",NA,NA,NA,1,NA,NA,NA,NA,2,"0.8",8,170,29
437,"RAL1101091",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,120,21
438,"RAL1101134",1,"QUKE",NA,NA,NA,1,NA,NA,NA,NA,1,"2.6",8,250,31
439,"RAL1101245",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,11,"1.5",5,240,35
440,"RAL1101245",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,45,10
441,"RAL1101168",1,"QUKE",NA,NA,NA,1,NA,NA,NA,NA,3,NA,8,300,42
442,"RAL1101246",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,130,15
443,"RAL1100388",2,"ACMA",NA,NA,NA,NA,NA,NA,NA,2,4,"3",12,500,40
444,"RAL1100388",1,"ACMA",NA,NA,NA,NA,NA,NA,NA,NA,2,"3.5",19,700,20
445,"RAL1100387",1,"ACMA",NA,NA,NA,NA,NA,NA,NA,1,3,"1",12,270,35
446,"RAL1100387",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,6,"0.5",5,210,53
447,"RAL1100473",5,"QUKE",NA,NA,NA,NA,NA,NA,NA,5,4,"1.3",12,210,17
448,"RAL1100473",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,60,15
449,"RAL1100516",2,"QUCH2",2,NA,NA,NA,NA,NA,NA,NA,3,NA,5,55,16
450,"RAL1100436",1,"QUKE",NA,NA,NA,NA,NA,NA,1,NA,8,"1.8",11,250,20
451,"RAL1100436",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,75,13
452,"RAL1100436",1,"QUKE",NA,1,NA,NA,NA,NA,NA,NA,10,NA,6,110,23
453,"RAL1100436",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,55,10
454,"RAL1100435",1,"QUKE",NA,NA,1,NA,NA,NA,NA,NA,4,NA,75,7,8
455,"RAL1100143",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,50,22
456,"RAL1100143",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,75,15
457,"RAL1100143",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,120,25
458,"RAL1100341",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,30,8
459,"MOO1200291",1,"POTR5",NA,NA,NA,NA,NA,NA,NA,NA,3,"1.5",5,280,39
460,"MOO1200291",1,"POTR5",NA,NA,NA,NA,NA,NA,NA,NA,12,"3.3",5,400,37
461,"MOO1200291",1,"POTR5",NA,NA,NA,NA,NA,NA,NA,NA,3,"3",5,350,33
462,"MOO1200291",1,"POTR5",NA,NA,NA,NA,NA,NA,NA,NA,8,"0.3",5,150,42
463,"MOO1200291",1,"POTR5",NA,NA,NA,NA,NA,NA,NA,NA,6,"3.2",5,400,31
464,"MOO1200291",1,"POTR5",NA,NA,NA,NA,NA,NA,NA,NA,2,"1.6",5,240,53
465,"MOO1200291",1,"POTR5",NA,NA,NA,NA,NA,NA,NA,NA,2,"4.5",5,450,42
466,"MOO1200291",1,"POTR5",NA,NA,NA,NA,NA,NA,NA,NA,11,"2.7",5,250,65
468,"FRD1200047",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,11,NA,8,80,12
469,"FRD1200047",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,80,11
470,"FRD1200048",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,5,"1",8,145,35
471,"FRD1200050",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,15,NA,8,139,19
472,"FRD1200050",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,8,130,15
473,"FRD1200060",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,9,NA,8,110,13
474,"FRD1200061",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,8,"1",8,160,12
475,"FRD1200063",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,45,14
476,"FRD1200063",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,13,"1",8,175,20
477,"FRD1200063",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,70,15
478,"FRD1200065",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,19,"1.8",8,215,13
479,"FRD1200065",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,"1.5",8,195,18
480,"FRD1200070",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,7,"1",8,160,15
481,"FRD1200070",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,4,"1",8,200,16
482,"FRD1200070",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8,180,11
483,"FRD1200070",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,9,NA,8,124,8
484,"FRD1200082",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,15,"3",8,200,19
485,"FRD1200082",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,4,"1",8,180,16
486,"FRD1200082",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,"2",8,200,15
487,"FRD1200082",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,"2",8,200,20
488,"FRD1200082",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,8,"3",8,250,21
489,"FRD1200082",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,22,"4",8,315,25
490,"FRD1200082",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,9,"3",8,210,22
491,"FRD1200083",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,23,"1.8",8,220,21
492,"FRD1200084",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,18,"2",8,210,18
493,"FRD1200085",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8,53,8
494,"FRD1200090",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,5,"1.8",8,220,32
495,"FRD1200090",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,19,"0.5",8,160,13
496,"FRD1200090",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,9,"2",8,250,30
497,"FRD1200090",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,"0.8",8,177,17
498,"FRD1200090",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,"1.8",8,190,9
499,"FRD1200092",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8,50,14
500,"FRD1200093",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,92,5
501,"FRD1200093",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,132,16
502,"FRD1200102",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,9,"1.7",8,220,40
503,"FRD1200102",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,"1.5",8,200,9
504,"FRD1200103",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,130,12
505,"FRD1200103",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,9,"1.5",8,190,10
506,"FRD1200103",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,15,11
507,"FRD1200103",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,10,"4",8,230,8
508,"FRD1200103",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8,140,7
509,"FRD1200104",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,30,8
510,"FRD1200104",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,11,NA,8,110,20
511,"FRD1200105",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,16,"10",8,580,33
512,"FRD1200105",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,8,"2",8,250,41
513,"FRD1200105",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,18,"5",8,420,29
514,"FRD1200106",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,31,"4.4",8,450,45
515,"FRD1200106",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,10,"2.5",8,210,30
516,"FRD1200107",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,"1.3",8,163,14
517,"FRD1200107",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,11,"3.7",8,320,31
518,"FRD1200109",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,8,"1.5",8,185,20
519,"FRD1200109",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,9,"1.4",8,220,22
520,"FRD1200117",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,26,"2.6",8,220,22
521,"FRD1200125",1,"QUKE",NA,NA,NA,1,NA,NA,NA,NA,19,"5",8,380,7
522,"FRD1200125",1,"QUCH2",NA,NA,NA,1,NA,NA,NA,NA,17,"2",8,230,21
523,"FRD1200125",1,"QUCH2",NA,NA,NA,1,NA,NA,NA,NA,9,"2.3",8,300,29
524,"FRD1200124",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,12,"8",8,420,19
525,"FRD1200124",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,8,"1.6",8,140,11
526,"FRD1200126",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,11,NA,8,128,14
527,"FRD1200126",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,14,"1",8,164,13
528,"FRD1200130",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,37,"0.8",8,150,37
529,"FRD1200134",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,26,"3",8,230,19
530,"FRD1200135",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,85,11
531,"FRD1200135",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,130,27
532,"FRD1200183",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,"0.5",8,160,19
533,"FRD1200183",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8,84,16
534,"FRD1200183",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,47,13
535,"FRD1200183",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,8,110,15
536,"FRD1200229",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,42,7
537,"FRD1200268",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,75,11
538,"FRD1200271",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,9,"1",8,160,12
539,"FRD1200302",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,"0.25",8,145,11
540,"FRD1200302",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,110,11
541,"FRN1200002",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,11,"2.5",8,210,21
542,"FRN1200008",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,80,25
543,"FRN1200013",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8,80,13
544,"FRN1200017",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,8,51,13
