"ID","Regen_Plot","COUNT TOTAL","Species","5yr","6yr","7yr","8yr","9yr","10yr","11yr","12yr","._sprouts","DBH (cm)","talst_age","tallest_ht_cm","tallest_lastyr_cm"
672,"SLD1200110","1","QUKE",1,,,,,,,,11,"1.5",5.00,210.00,40.00
673,"SLD1200111","1","QUCH2",1,,,,,,,,11,"1",5.00,210.00,30.00
674,"SLD1200112","1","QUKE",1,,,,,,,,5,"1",5.00,220.00,31.00
675,"SLD1200117","1","QUCH2",1,,,,,,,,3,,5.00,280.00,4.00
676,"SLD1200117","1","QUKE",1,,,,,,,,3,"1",5.00,190.00,25.00
677,"SLD1200118","1","QUCH2",1,,,,,,,,3,,5.00,55.00,14.00
678,"SLD1200119","1","QUKE",1,,,,,,,,10,"2",5.00,340.00,33.00
679,"SLD1200122","1","QUCH2",1,,,,,,,,7,"1",5.00,200.00,27.00
680,"SLD1200124","1","QUCH2",1,,,,,,,,2,,5.00,60.00,
681,"SLD1200132","1","QUCH2",1,,,,,,,,3,,5.00,76.00,20.00
682,"SLD1200132","1","QUCH2",1,,,,,,,,2,,5.00,540.00,14.00
683,"SLD1200132","1","QUCH2",1,,,,,,,,6,,5.00,175.00,40.00
684,"SLD1200132","1","QUCH2",1,,,,,,,,5,,5.00,90.00,21.00
685,"SLD1200150","1","QUCH2",1,,,,,,,,8,"2",5.00,200.00,29.00
686,"SLD1200150","1","QUCH2",1,,,,,,,,6,"1",5.00,170.00,33.00
687,"SLD1200150","1","CEMO2",1,,,,,,,,6,"1",5.00,160.00,25.00
688,"SLD1200150","1","CEMO2",1,,,,,,,,10,"1",5.00,190.00,27.00
689,"SLD1200150","1","QUCH2",1,,,,,,,,4,"1",5.00,180.00,27.00
690,"SLD1200151","1","QUCH2",1,,,,,,,,5,,5.00,180.00,46.00
691,"SLD1200151","1","QUCH2",1,,,,,,,,6,,5.00,98.00,42.00
692,"SLD1200151","1","QUCH2",1,,,,,,,,4,,5.00,110.00,59.00
693,"SLD1200151","1","QUCH2",1,,,,,,,,10,,5.00,170.00,29.00
694,"SLD1200152","1","QUKE",1,,,,,,,,10,"2",5.00,270.00,90.00
695,"SLD1200157","1","CEMO2",1,,,,,,,,6,,5.00,120.00,34.00
696,"SLD1200157","1","CEMO2",1,,,,,,,,29,,5.00,140.00,27.00
697,"SLD1200157","1","QUCH2",1,,,,,,,,14,,5.00,170.00,33.00
698,"SLD1200157","1","CEMO2",1,,,,,,,,11,,5.00,240.00,30.00
699,"SLD1200158","1","QUCH2",1,,,,,,,,13,,5.00,140.00,44.00
700,"SLD1200158","1","QUCH2",1,,,,,,,,4,,5.00,80.00,20.00
701,"SLD1200159","1","QUCH2",1,,,,,,,,12,,5.00,210.00,52.00
702,"SLD1200159","1","QUCH2",1,,,,,,,,16,,5.00,270.00,39.00
703,"SLD1200159","1","QUCH2",1,,,,,,,,9,,5.00,180.00,45.00
704,"SLD1200160","1","QUCH2",1,,,,,,,,13,"1",5.00,180.00,33.00
705,"SLD1200161","1","QUCH2",1,,,,,,,,10,"1",5.00,190.00,40.00
706,"SLD1200161","1","QUCH2",1,,,,,,,,12,"1",5.00,150.00,26.00
707,"SLD1200161","1","QUCH2",1,,,,,,,,20,"1",5.00,190.00,24.00
708,"SLD1200166","1","QUKE",1,,,,,,,,15,,5.00,220.00,19.00
709,"SLD1200166","1","QUCH2",1,,,,,,,,7,,5.00,160.00,14.00
710,"SLD1200166","1","QUKE",1,,,,,,,,8,,5.00,270.00,20.00
711,"SLD1200416","1","QUKE",,,,,,,,,6,,,100.00,21.00
714,"ZSM1200004","1","QUCH2",1,,,,,,,,4,,5.00,140.00,15.00
715,"ZSM1200004","1","QUCH2",1,,,,,,,,6,,5.00,92.00,7.00
716,"ZSM1200004","1","QUCH2",1,,,,,,,,2,,5.00,139.00,12.00
717,"ZSM1200004","1","QUCH2",1,,,,,,,,11,,5.00,98.00,14.00
718,"ZSM1200007","1","CEMO2",1,,,,,,,,7,,5.00,60.00,12.00
719,"ZSM1200008","1","QUCH2",1,,,,,,,,36,,5.00,200.00,21.00
720,"ZSM1200008","1","QUCH2",1,,,,,,,,26,,5.00,130.00,16.00
721,"ZSM1200010","1","QUCH2",1,,,,,,,,4,,5.00,60.00,22.00
722,"ZSM1200010","1","QUCH2",1,,,,,,,,4,,5.00,80.00,10.00
723,"ZSM1200010","1","QUCH2",1,,,,,,,,2,,5.00,50.00,13.00
724,"ZSM1200012","1","QUJO3",1,,,,,,,,6,,5.00,141.00,23.00
725,"ZSM1200012","1","QUJO3",1,,,,,,,,5,,5.00,118.00,17.00
726,"ZSM1200014","1","QUCH2",1,,,,,,,,5,,5.00,120.00,18.00
727,"ZSM1200014","1","QUCH2",1,,,,,,,,7,,5.00,150.00,20.00
728,"ZSM1200014","1","QUCH2",1,,,,,,,,6,,5.00,145.00,20.00
729,"ZSM1200015","1","QUCH2",1,,,,,,,,3,,5.00,85.00,32.00
730,"ZSM1200016","1","QUCH2",1,,,,,,,,7,,5.00,60.00,25.00
731,"ZSM1200016","1","QUCH2",1,,,,,,,,5,,5.00,62.00,21.00
732,"ZSM1200016","1","QUCH2",1,,,,,,,,9,,5.00,63.00,13.00
733,"ZSM1200016","1","QUCH2",1,,,,,,,,24,,5.00,113.00,9.00
734,"ZSM1200017","1","QUCH2",1,,,,,,,,9,,5.00,70.00,21.00
735,"ZSM1200017","1","QUCH2",1,,,,,,,,5,,5.00,80.00,17.00
736,"ZSM1200018","1","QUWI",1,,,,,,,,9,,5.00,1.90,15.00
737,"ZSM1200018","1","QUWI",1,,,,,,,,4,,5.00,2.10,22.00
738,"ZSM1200020","1","QUJO3",1,,,,,,,,1,,1.00,19.00,7.00
739,"ZSM1200021","1","QUWI",1,,,,,,,,4,"1",5.00,170.00,13.00
740,"ZSM1200022","1","QUCH2",1,,,,,,,,7,,5.00,100.00,13.00
741,"ZSM1200022","1","QUCH2",1,,,,,,,,4,,5.00,59.00,10.00
742,"ZSM1200022","1","QUCH2",1,,,,,,,,4,,5.00,50.00,11.00
743,"ZSM1200024","1","QUCH2",1,,,,,,,,4,,5.00,70.00,10.00
744,"ZSM1200024","1","QUJO3",1,,,,,,,,3,,5.00,72.00,16.00
745,"ZSM1200024","1","QUCH2",1,,,,,,,,2,,5.00,90.00,22.00
747,"ZSM1200025","1","QUCH2",1,,,,,,,,17,,5.00,181.00,17.00
748,"ZSM1200026","1","QUCH2",1,,,,,,,,8,,5.00,140.00,11.00
749,"ZSM1200027","1","QUJO3",1,,,,,,,,24,,5.00,280.00,34.00
750,"ZSM1200027","1","QUJO3",1,,,,,,,,2,,5.00,42.00,4.00
751,"ZSM1200027","1","QUJO3",1,,,,,,,,7,,5.00,69.00,8.00
752,"ZSM1200027","1","QUJO3",1,,,,,,,,8,,5.00,102.00,11.00
753,"ZSM1200027","1","QUJO3",1,,,,,,,,9,,5.00,123.00,23.00
754,"ZSM1200028","1","QUJO3",1,,,,,,,,10,,5.00,130.00,21.00
755,"ZSM1200032","1","QUCH2",1,,,,,,,,11,,5.00,190.00,23.00
760,"ZSM1200033","1","QUCH2",1,,,,,,,,3,,5.00,70.00,9.00
761,"ZSM1200033","1","QUCH2",1,,,,,,,,4,,5.00,50.00,11.00
762,"ZSM1200033","1","QUKE",1,,,,,,,,3,,5.00,60.00,18.00
763,"ZSM1200033","1","QUCH2",1,,,,,,,,1,,5.00,37.00,8.00
764,"ZSM1200034","1","QUCH2",1,,,,,,,,9,,5.00,175.00,22.00
765,"ZAC1200002","1","QUCH2",,,,,,,,,10,,3.00,92.00,27.00
766,"ZAC1200002","1","QUCH2",,1,,,,,,,11,,6.00,100.00,9.00
767,"ZAC1200021","1","QUCH2",1,,,,,,,,12,,5.00,130.00,25.00
768,"ZAC1200021","1","QUCH2",1,,,,,,,,6,,5.00,110.00,37.00
769,"ZAC1200023","1","QUCH2",1,,,,,,,,15,,5.00,200.00,43.00
770,"ZAC1200023","1","QUCH2",1,,,,,,,,9,,5.00,185.00,40.00
771,"ZAC1200023","1","QUCH2",1,,,,,,,,13,,5.00,140.00,35.00
772,"ZAC1200023","1","QUCH2",1,,,,,,,,8,,5.00,210.00,75.00
773,"ZAC1200024","1","QUJO3",1,,,,,,,,6,,5.00,140.00,45.00
774,"ZAC1200024","1","QUJO3",1,,,,,,,,16,,5.00,160.00,50.00
775,"ZAC1200024","1","QUJO3",1,,,,,,,,6,,5.00,99.00,41.00
776,"ZAC1200024","1","QUJO3",1,,,,,,,,10,,5.00,105.00,39.00
777,"ZAC1200024","1","QUJO3",1,,,,,,,,3,,5.00,130.00,40.00
778,"ZAC1200024","1","QUJO3",,,,,,,,,8,,5.00,149.00,30.00
779,"ZAC1200025","1","QUCH2",1,,,,,,,,6,,5.00,100.00,33.00
780,"ZAC1200025","1","QUCH2",1,,,,,,,,9,".5",5.00,210.00,65.00
781,"ZAC1200025","1","QUCH2",1,,,,,,,,5,,5.00,130.00,60.00
782,"ZAC1200026","1","ACMA",1,,,,,,,,4,"1",5.00,189.00,92.00
783,"ZAC1200026","1","ACMA",1,,,,,,,,17,"3",5.00,340.00,145.00
784,"ZAC1200034","1","QUJO3",1,,,,,,,,39,,5.00,160.00,31.00
785,"ZAC1200034","1","QUJO3",1,,,,,,,,32,,5.00,136.00,36.00
786,"ZAC1200034","1","QUJO3",1,,,,,,,,14,,5.00,185.00,44.00
787,"ZAC1200034","1","QUJO3",1,,,,,,,,16,"2.5",5.00,213.00,79.00
788,"ZAC1200036","1","QUJO3",1,,,,,,,,5,,3.00,40.00,25.00
789,"ZAC1200036","1","QUJO3",1,,,,,,,,7,,5.00,65.00,20.00
790,"ZAC1200036","1","QUJO3",1,,,,,,,,3,,5.00,70.00,17.00
791,"ZAC1200036","1","QUJO3",1,,,,,,,,10,,4.00,90.00,30.00
792,"ZAC1200036","1","QUCH2",1,,,,,,,,7,,5.00,120.00,30.00
793,"ZAC1200036","1","QUJO3",1,,,,,,,,14,,5.00,80.00,27.00
794,"ZAC1200036","1","QUCH2",1,,,,,,,,2,,4.00,78.00,32.00
795,"ZAC1200036","1","QUCH2",1,,,,,,,,11,,5.00,83.00,33.00
796,"ZAC1200036","1","QUCH2",1,,,,,,,,22,,5.00,91.00,38.00
797,"ZAC1200037","1","QUCH2",1,,,,,,,,4,,5.00,65.00,30.00
798,"ZAC1200038","1","QUCH2",1,,,,,,,,5,"1",5.00,200.00,45.00
799,"ZAC1200040","1","QUJO3",1,,,,,,,,34,".5",5.00,230.00,44.00
800,"ZAC1200040","1","QUJO3",1,,,,,,,,14,,5.00,170.00,39.00
801,"ZAC1200040","1","QUJO3",1,,,,,,,,22,".5",5.00,235.00,50.00
802,"ZAC1200040","1","QUJO3",1,,,,,,,,26,,5.00,192.00,61.00
803,"ZAC1200040","1","QUJO3",1,,,,,,,,21,".5",5.00,250.00,94.00
804,"ZAC1200040","1","QUCH2",1,,,,,,,,13,".5",5.00,225.00,77.00
805,"ZAC1200040","1","QUJO3",1,,,,,,,,12,"1.5",5.00,270.00,59.00
806,"ZAC1200043","1","CEMO2",1,,,,,,,,33,,5.00,130.00,54.00
807,"ZAC1200043","1","CEMO2",1,,,,,,,,21,,5.00,140.00,41.00
808,"ZAC1200043","1","QUJO3",,,,,,,,,14,,1.00,72.00,70.00
809,"ZAC1200043","1","CEMO2",1,,,,,,,,10,,5.00,110.00,45.00
810,"ZAC1200043","1","QUCH2",,,,,,,,,6,,3.00,92.00,42.00
811,"ZAC1200087","1","QUWI",,,,,,,,,7,,4.00,140.00,32.00
812,"ZAC1200087","1","QUWI",1,,,,,,,,5,,5.00,125.00,17.00
813,"ZAC1200089","1","QUWI",1,,,,,,,,6,,5.00,238.00,19.00
814,"ZAC1200089","1","QUWI",1,,,,,,,,6,,5.00,300.00,39.00
815,"ZAC1200089","1","QUWI",,,,,,,,,5,,4.00,250.00,31.00
816,"ZAC1200089","1","QUWI",1,,,,,,,,11,,5.00,190.00,33.00
817,"ZAC1200095","1","QUJO3",1,,,,,,,,15,,5.00,170.00,32.00
818,"ZAC1200095","1","QUJO3",1,,,,,,,,8,,5.00,147.00,45.00
819,"ZAC1200095","1","QUJO3",1,,,,,,,,9,,5.00,120.00,40.00
820,"ZAC1200095","1","QUJO3",1,,,,,,,,16,,5.00,126.00,42.00
821,"ZAC1200095","1","QUJO3",1,,,,,,,,11,,5.00,170.00,50.00
822,"ZAC1200095","1","QUJO3",1,,,,,,,,23,,5.00,121.00,62.00
823,"ZAC1200095","1","QUJO3",1,,,,,,,,34,,5.00,141.00,32.00
824,"ZAC1200095","1","QUJO3",1,,,,,,,,11,,5.00,100.00,40.00
825,"ZAC1200095","1","QUJO3",1,,,,,,,,16,,5.00,120.00,35.00
826,"ZAC1200095","1","QUJO3",1,,,,,,,,15,,5.00,110.00,34.00
827,"ZAC1200095","1","QUJO3",1,,,,,,,,22,,5.00,160.00,30.00
828,"ZAC1200095","1","QUJO3",1,,,,,,,,22,,5.00,138.00,31.00
829,"ZAC1200095","1","QUJO3",1,,,,,,,,31,,5.00,140.00,42.00
830,"ZAC1200095","1","QUJO3",1,,,,,,,,15,,5.00,170.00,34.00
831,"ZAC1200096","1","QUJO3",1,,,,,,,,49,,5.00,118.00,23.00
832,"ZAC1200096","1","QUJO3",1,,,,,,,,16,,5.00,74.00,20.00
833,"ZAC1200096","1","QUJO3",1,,,,,,,,9,,5.00,110.00,43.00
834,"ZAC1200104","1","QUJO3",1,,,,,,,,9,,5.00,73.00,31.00
835,"ZAC1200104","1","QUJO3",1,,,,,,,,8,".6",5.00,140.00,28.00
836,"ZAC1200104","1","QUJO3",1,,,,,,,,7,,5.00,180.00,65.00
837,"ZAC1200104","11","QUJO3",1,,,,,,,,12,,5.00,200.00,32.00
838,"ZAC1200104","1","QUJO3",1,,,,,,,,7,,5.00,110.00,24.00
839,"ZAC1200104","1","QUJO3",1,,,,,,,,9,,5.00,160.00,35.00
841,"ZAC1200107","1","CEBE3",1,,,,,,,,18,"1.2",5.00,250.00,63.00
842,"ZAC1200107","1","QUJO3",1,,,,,,,,25,".7",5.00,180.00,86.00
843,"ZAC1200107","1","CEBE3",1,,,,,,,,8,,5.00,80.00,25.00
844,"ZAC1200110","1","QUBE5",1,,,,,,,,29,".2",5.00,230.00,65.00
845,"ZAC1200110","1","QUBE5",1,,,,,,,,20,".2",5.00,240.00,63.00
846,"ZAC1200110","1","QUJO3",1,,,,,,,,9,".5",5.00,175.00,30.00
847,"ZAC1200110","1","QUJO3",1,,,,,,,,11,,5.00,100.00,20.00
848,"ZAC1200110","1","QUJO3",1,,,,,,,,16,"1.2",5.00,240.00,40.00
849,"ZAC1200110","1","QUJO3",1,,,,,,,,9,".5",5.00,240.00,30.00
850,"ZAC1200110","1","QUBE5",1,,,,,,,,14,"2",5.00,310.00,50.00
851,"ZAC1200110","1","QUJO3",1,,,,,,,,13,".5",5.00,200.00,35.00
852,"ZAC1200110","1","QUJO3",1,,,,,,,,10,".4",5.00,190.00,40.00
853,"ZAC1200115","1","QUJO3",1,,,,,,,,13,,5.00,110.00,20.00
854,"ZAC1200115","1","QUJO3",,,,,,,,,21,,4.00,40.00,15.00
855,"ZAC1200115","1","QUJO3",1,,,,,,,,16,,5.00,190.00,47.00
856,"ZAC1200117","1","QUJO3",1,,,,,,,,9,,5.00,147.00,49.00
857,"ZAC1200117","1","QUJO3",1,,,,,,,,11,,5.00,153.00,79.00
858,"ZAC1200122","1","QUJO3",1,,,,,,,,27,,5.00,254.00,57.00
859,"ZAC1200122","1","QUJO3",1,,,,,,,,21,,5.00,242.00,43.00
860,"ZAC1200126","1","QUJO3",1,,,,,,,,8,,5.00,135.00,30.00
861,"ZAC1200132","1","CEMO2",1,,,,,,,,36,,5.00,280.00,91.00
862,"ZAC1200132","1","QUJO3",1,,,,,,,,14,,5.00,170.00,55.00
863,"ZAC1200133","1","QUJO3",1,,,,,,,,17,"1",5.00,260.00,45.00
864,"PWR1300104","1","QUCH2",,1,,,,,,,10,".5",6.00,145.00,25.00
865,"SIM1300008","1","LIDE3",,,,,,,,,4,"1",12.00,200.00,35.00
866,"SIM1300008","1","QUCH2",,,,,,,,,3,".5",15.00,190.00,10.00
867,"SIM1300008","1","LIDE3",,,,,,,,,6,,10.00,70.00,17.00
868,"SIM1300008","1","LIDE3",,,,,,,,,2,,8.00,140.00,11.00
869,"SIM1300008","1","LIDE3",,,,,,,,,4,"3.7",30.00,420.00,15.00
870,"SIM1300021","1","ARME",,,,,,,,,6,,6.00,180.00,25.00
871,"SIM1300021","1","QUCH2",,,,,,,,,4,,4.00,65.00,4.00
872,"SIM1300021","1","QUCH2",,,,,,,,,3,,9.00,120.00,7.00
873,"SIM1300081","1","LIDE3",,,,,,,,,6,"1.3",8.00,210.00,10.00
874,"SIM1300149","1","LIDE3",,,1,,,,,,2,,7.00,135.00,26.00
875,"CUB1300111","1","QUKE",,,,,,,,,3,,4.00,55.00,10.00
878,"BTU1300587","1","LIDE3",,,1,,,,,,6,,7.00,140.00,23.00
879,"BTU1300587","1","LIDE3",,,,,,,,,8,,4.00,65.00,12.00
880,"BTU1300588","1","LIDE3",,,,,,,,,4,,4.00,45.00,10.00
881,"BTU1300588","1","LIDE3",,,,1,,,,,4,,8.00,150.00,35.00
882,"BTU1300588","1","LIDE3",,,1,,,,,,4,,7.00,70.00,12.00
883,"BTU1300592","1","LIDE3",,,,,,,,1,4,,12.00,110.00,33.00
884,"BTU1300592","1","LIDE3",,,1,,,,,,5,,7.00,90.00,16.00
885,"BTU1300602","1","LIDE3",,,,,,1,,,10,,10.00,300.00,33.00
886,"BTU1300602","1","LIDE3",1,,,,,,,,5,,5.00,140.00,43.00
887,"AMR1300113","1","QUKE",1,,,,,,,,2,,5.00,90.00,20.00
888,"AMR1300151","1","QUKE",1,,,,,,,,26,"1.1",5.00,175.00,36.00
889,"AMR1300152","1","CONU4",1,,,,,,,,4,,5.00,90.00,
890,"AMR1300152","1","CONU4",1,,,,,,,,3,,5.00,110.00,
891,"AMR1300152","1","CONU4",1,,,,,,,,6,,5.00,150.00,
892,"AMR1300171","1","QUKE",1,,,,,,,,7,,5.00,95.00,23.00
893,"AMR1300171","1","QUKE",1,,,,,,,,9,,5.00,125.00,30.00
894,"AMR1300310","1","QUKE",1,,,,,,,,10,"0",4.00,71.00,30.00
895,"AMR1300404","1","QUKE",1,,,,,,,,,,3.00,20.00,10.00
896,"CUB1300059","1","QUKE",,,,,,1,,,15,,10.00,130.00,20.00
897,"CUB1300059","1","QUKE",,,,,,,1,,12,,11.00,150.00,30.00
898,"CUB1300064","1","TOCA",1,,,,,,,,12,,5.00,55.00,18.00
899,"CUB1300066","1","QUCH2",,,,,,,,,19,,,65.00,6.00
900,"CUB1300066","1","CONU4",,,,,,,,,12,,,230.00,14.00
901,"CUB1300068","6","QUKE",6,,,,,,,,31,,12.00,200.00,45.00
902,"CUB1300068","1","QUCH2",1,,,,,,,,,,8.00,130.00,5.00
903,"CUB1300069","1","QUKE",,,,,,,,,9,"4.5",16.00,350.00,22.00
904,"CUB1300069","1","QUCH2",,,,,,,,,15,,16.00,190.00,20.00
905,"CUB1300076","1","QUCH2",1,,,,,,,,1,"21",5.00,120.00,10.00
906,"CUB1300082","1","QUCH2",1,,,,,,,,12,,8.00,60.00,14.00
907,"CUB1300082","1","QUCH2",1,,,,,,,,10,,,,
908,"CUB1300091","1","ACMA",1,,,,,,,,14,"1.2",5.00,230.00,36.00
909,"CUB1300091","1","CONU4",1,,,,,,,,8,"1.5",5.00,200.00,44.00
910,"CUB1300094","1","QUCH2",1,,,,,,,,40,".3",5.00,150.00,26.00
911,"CUB1300100","1","CONU4",1,,,,,,,,25,"1.7",5.00,250.00,36.00
912,"CUB1300101","1","CONU4",1,,,,,,,,10,,5.00,130.00,35.00
913,"CUB1300105","1","QUCH2",1,,,,,,,,25,,5.00,80.00,18.00
914,"CUB1300105","1","QUKE",1,,,,,,,,7,,5.00,100.00,6.00
915,"CUB1300108","1","CONU4",1,,,,,,,,17,"1",5.00,170.00,28.00
916,"CUB1300108","1","CONU4",1,,,,,,,,11,".4",5.00,170.00,30.00
917,"CUB1300141","1","QUKE",1,,,,,,,,2,,5.00,50.00,23.00
918,"CUB1300141","1","QUKE",1,,,,,,,,30,,5.00,75.00,18.00
919,"CUB1300141","1","QUKE",1,,,,,,,,40,,5.00,110.00,24.00
920,"CUB1300141","1","QUKE",1,,,,,,,,32,,5.00,120.00,33.00
921,"CUB1300141","1","QUKE",1,,,,,,,,30,,5.00,100.00,31.00
922,"CUB1300141","1","QUKE",1,,,,,,,,30,,5.00,110.00,30.00
923,"CUB1300141","1","QUKE",1,,,,,,,,30,,5.00,120.00,32.00
924,"CUB1300170","1","QUCH2",1,,,,,,,,3,,5.00,34.00,6.00
925,"CUB1300170","1","ACMA",1,,,,,,,,27,"1.3",5.00,310.00,55.00
926,"CUB1300170","1","QUCH2",1,,,,,,,,6,,5.00,130.00,21.00
927,"CUB1300173","1","QUCH2",1,,,,,,,,8,,5.00,63.00,14.00
928,"CUB1300316","1","CONU4",1,,,,,,,,4,,5.00,120.00,35.00
929,"BTU1300020","1","UMCA",1,,,,,,,,5,"1.2",5.00,170.00,28.00
930,"BTU1300071","1","LIDE3",1,,,,,,,,20,,5.00,250.00,20.00
931,"BTU1300071","1","LIDE3",1,,,,,,,,16,,5.00,270.00,20.00
932,"BTU1300071","1","LIDE3",1,,,,,,,,15,,5.00,240.00,30.00
933,"BTU1300071","1","LIDE3",1,,,,,,,,17,,5.00,240.00,27.00
934,"BTU1300071","1","LIDE3",1,,,,,,,,10,,5.00,230.00,20.00
935,"BTU1300021","1","LIDE3",1,,,,,,,,18,"2",5.00,260.00,38.00
936,"BTU1300024","1","CONU4",1,,,,,,,,9,"1",5.00,190.00,22.00
937,"BTU1300024","1","LIDE3",1,,,,,,,,12,,5.00,122.00,8.00
938,"BTU1300024","1","LIDE3",1,,,,,,,,4,,5.00,140.00,13.00
939,"BTU1300025","1","LIDE3",1,,,,,,,,,".3",5.00,147.00,23.00
940,"BTU1300026","1","UMCA",1,,,,,,,,5,"2",5.00,24.00,28.00
941,"BTU1300027","1","UMCA",1,,,,,,,,16,"4",5.00,270.00,28.00
942,"BTU1300027","1","UMCA",1,,,,,,,,10,"5",5.00,390.00,40.00
943,"BTU1300035","1","LIDE3",1,,,,,,,,3,,5.00,62.00,13.00
944,"BTU1300035","1","LIDE3",1,,,,,,,,29,"2",5.00,300.00,27.00
945,"BTU1300032","1","LIDE3",1,,,,,,,,9,,5.00,130.00,14.00
946,"BTU1300032","1","LIDE3",1,,,,,,,,6,,5.00,155.00,15.00
947,"BTU1300032","1","CONU4",1,,,,,,,,8,,5.00,210.00,23.00
948,"BTU1300033","1","LIDE3",1,,,,,,,,6,,5.00,260.00,30.00
949,"BTU1300033","1","CONU4",1,,,,,,,,8,,5.00,170.00,45.00
950,"BTU1300034","1","CONU4",1,,,,,,,,9,,5.00,95.00,35.00
951,"BTU1300034","1","LIDE3",1,,,,,,,,9,".4",5.00,145.00,27.00
952,"BTU1300034","1","LIDE3",1,,,,,,,,4,,5.00,62.00,28.00
953,"BTU1300034","1","CONU4",1,,,,,,,,8,,5.00,60.00,8.00
954,"BTU1300034","1","LIDE3",1,,,,,,,,7,,5.00,65.00,25.00
955,"BTU1300034","1","LIDE3",1,,,,,,,,4,,5.00,63.00,27.00
956,"BTU1300038","1","LIDE3",1,,,,,,,,10,,5.00,100.00,10.00
957,"BTU1300038","1","LIDE3",1,,,,,,,,3,,5.00,25.00,14.00
958,"BTU1300038","1","LIDE3",1,,,,,,,,15,,5.00,120.00,22.00
959,"BTU1300038","1","LIDE3",1,,,,,,,,10,"1",5.00,90.00,26.00
960,"BTU1300038","1","LIDE3",1,,,,,,,,14,"2.7",5.00,280.00,28.00
961,"BTU1300040","1","LIDE3",1,,,,,,,,10,"2",5.00,290.00,35.00
962,"BTU1300047","1","LIDE3",1,,,,,,,,13,,5.00,210.00,10.00
963,"BTU1300047","1","LIDE3",1,,,,,,,,6,,5.00,260.00,20.00
964,"BTU1300047","1","LIDE3",1,,,,,,,,14,,5.00,170.00,20.00
965,"BTU1300047","1","LIDE3",1,,,,,,,,7,,5.00,250.00,22.00
966,"BTU1300047","1","QUKE",1,,,,,,,,4,,5.00,230.00,10.00
967,"BTU1300047","1","ACMA",1,,,,,,,,13,,5.00,600.00,20.00
968,"BTU1300050","1","LIDE3",1,,,,,,,,6,,5.00,160.00,20.00
969,"BTU1300050","1","LIDE3",1,,,,,,,,7,,5.00,230.00,20.00
970,"BTU1300050","1","LIDE3",1,,,,,,,,15,,5.00,270.00,28.00
972,"BTU1300051","1","LIDE3",1,,,,,,,,3,,5.00,160.00,22.00
973,"BTU1300051","1","LIDE3",1,,,,,,,,15,,5.00,160.00,38.00
974,"BTU1300051","1","LIDE3",1,,,,,,,,5,,5.00,230.00,80.00
975,"BTU1300051","1","LIDE3",1,,,,,,,,16,,5.00,300.00,75.00
976,"BTU1300054","1","LIDE3",1,,,,,,,,6,,5.00,130.00,25.00
977,"BTU1300054","1","LIDE3",1,,,,,,,,4,,5.00,120.00,15.00
978,"BTU1300061","1","LIDE3",1,,,,,,,,22,,5.00,165.00,25.00
979,"BTU1300061","1","LIDE3",1,,,,,,,,31,,5.00,182.00,42.00
980,"BTU1300061","1","LIDE3",1,,,,,,,,12,,5.00,130.00,19.00
981,"BTU1300063","1","LIDE3",1,,,,,,,,8,,5.00,124.00,16.00
982,"BTU1300063","1","LIDE3",1,,,,,,,,3,,5.00,60.00,15.00
983,"BTU1300063","1","LIDE3",1,,,,,,,,6,,5.00,170.00,10.00
984,"BTU1300063","1","LIDE3",1,,,,,,,,10,,5.00,130.00,12.00
985,"BTU1300063","1","LIDE3",1,,,,,,,,8,,5.00,170.00,6.00
986,"BTU1300063","1","LIDE3",1,,,,,,,,6,,5.00,170.00,10.00
987,"BTU1300066","1","QUKE",1,,,,,,,,6,,5.00,147.00,15.00
988,"BTU1300067","1","LIDE3",1,,,,,,,,22,,5.00,190.00,35.00
989,"BTU1300067","1","LIDE3",1,,,,,,,,20,,5.00,210.00,27.00
990,"BTU1300073","1","LIDE3",1,,,,,,,,10,,5.00,230.00,45.00
991,"BTU1300076","1","LIDE3",1,,,,,,,,30,"1",,260.00,30.00
992,"BTU1300076","1","LIDE3",1,,,,,,,,4,"1",,250.00,40.00
993,"BTU1300076","1","LIDE3",1,,,,,,,,30,,,,
994,"BTU1300079","1","LIDE3",1,,,,,,,,20,,5.00,230.00,15.00
995,"BTU1300079","1","LIDE3",1,,,,,,,,16,,5.00,235.00,92.00
996,"BTU1300079","1","LIDE3",1,,,,,,,,1,,5.00,32.00,12.00
997,"BTU1300081","1","CONU4",1,,,,,,,,6,,5.00,185.00,35.00
998,"BTU1300081","1","LIDE3",1,,,,,,,,20,,5.00,200.00,6.00
999,"BTU1300081","1","LIDE3",1,,,,,,,,22,,5.00,130.00,26.00
1000,"BTU1300081","1","LIDE3",1,,,,,,,,15,,5.00,170.00,20.00
1001,"BTU1300081","1","LIDE3",1,,,,,,,,10,,5.00,200.00,22.00
1002,"BTU1300081","1","LIDE3",1,,,,,,,,10,,5.00,230.00,22.00
1003,"BTU1300084","1","LIDE3",1,,,,,,,,12,,5.00,226.00,30.00
1004,"BTU1300084","1","LIDE3",1,,,,,,,,14,,5.00,300.00,40.00
1005,"BTU1300086","1","LIDE3",1,,,,,,,,13,,5.00,270.00,26.00
1006,"BTU1300086","1","LIDE3",1,,,,,,,,8,,5.00,230.00,32.00
1007,"BTU1300086","1","LIDE3",1,,,,,,,,9,,5.00,235.00,30.00
1008,"BTU1300087","1","QUKE",1,,,,,,,,12,,5.00,110.00,40.00
